ind,games,goals,goals_against_ev,goals_ev,goals_pp,losses,opp_goals,opp_goals_pp,pdo,pen_kill_pct,points,points_pct,power_play_pct,save_pct,shot_pct,sos,srs,team_name,wins,year,cup_champs,rank,avg_corsi_pct,player_point_avg,avg_plus_minus,avg_ops,avg_dps,avg_ps,fenwick_pct,score_balance_pct,ev_goal_diff,special_teams_diff,gf_pg,ga_pg
Nashville Predators_2018,82.0,267.0,145.0,193.0,58.0,18.0,211.0,54.0,101.6,81.94,117.0,0.713,21.17,0.923,9.9,0.03,0.71,Nashville Predators,53.0,2018,0.0,5,49.66,25.48148148148148,9.185185185185183,1.6925925925925922,1.7000000000000008,4.103703703703704,49.83600000000001,0.3888888888888889,48.0,4.0,3.2560975609756095,2.573170731707317
Winnipeg Jets_2018,82.0,277.0,159.0,200.0,64.0,20.0,218.0,50.0,101.0,81.75,114.0,0.695,23.36,0.917,10.3,0.02,0.74,Winnipeg Jets,52.0,2018,0.0,3,51.06153846153847,26.285714285714285,7.25,1.7928571428571425,1.567857142857143,3.925,51.357692307692325,0.2777777777777778,41.0,14.0,3.3780487804878048,2.658536585365854
Tampa Bay Lightning_2018,82.0,296.0,172.0,216.0,66.0,23.0,236.0,64.0,102.0,76.03,113.0,0.6890000000000001,23.91,0.912,10.7,-0.07,0.66,Tampa Bay Lightning,54.0,2018,0.0,4,51.536,28.962962962962962,9.333333333333334,2.103703703703704,1.4074074074074074,4.0851851851851855,51.57599999999999,0.3888888888888889,44.0,2.0,3.6097560975609757,2.8780487804878048
Boston Bruins_2018,82.0,270.0,161.0,197.0,61.0,20.0,214.0,40.0,100.2,83.67,112.0,0.6829999999999999,23.64,0.912,9.9,-0.07,0.62,Boston Bruins,50.0,2018,0.0,7,53.16206896551724,23.161290322580644,5.419354838709676,1.5548387096774194,1.5096774193548386,3.5129032258064514,53.32068965517244,0.2777777777777778,36.0,21.0,3.292682926829268,2.6097560975609757
Vegas Golden Knights_2018,82.0,272.0,182.0,218.0,53.0,24.0,228.0,44.0,100.5,81.43,109.0,0.665,21.37,0.911,10.1,-0.01,0.52,Vegas Golden Knights,51.0,2018,0.0,2,50.77916666666667,26.0,5.037037037037037,1.7888888888888894,1.5185185185185186,3.8074074074074082,50.77083333333334,0.2777777777777778,36.0,9.0,3.317073170731707,2.7804878048780486
Washington Capitals_2018,82.0,259.0,178.0,197.0,55.0,26.0,239.0,53.0,101.4,80.3,105.0,0.64,22.54,0.909,10.7,-0.04,0.21,Washington Capitals,49.0,2018,1.0,1,47.65909090909091,28.75,2.9166666666666665,1.85,1.5833333333333333,4.037499999999999,47.15909090909091,0.2777777777777778,19.0,2.0,3.158536585365854,2.9146341463414633
Toronto Maple Leafs_2018,82.0,277.0,189.0,213.0,56.0,26.0,232.0,43.0,101.6,81.39,105.0,0.64,25.0,0.915,10.1,-0.06,0.49,Toronto Maple Leafs,49.0,2018,0.0,10,50.18260869565216,28.32,5.24,1.936,1.5600000000000005,4.223999999999998,49.17826086956522,0.4444444444444444,24.0,13.0,3.3780487804878048,2.8292682926829267
Anaheim Ducks_2018,82.0,235.0,159.0,183.0,38.0,25.0,216.0,46.0,101.2,83.21,101.0,0.616,17.76,0.923,9.3,0.01,0.24,Anaheim Ducks,44.0,2018,0.0,13,46.853571428571435,20.566666666666666,4.433333333333334,1.1566666666666665,1.4633333333333338,3.2533333333333334,46.80357142857143,0.16666666666666666,24.0,-8.0,2.8658536585365852,2.6341463414634148
Minnesota Wild_2018,82.0,253.0,176.0,194.0,49.0,26.0,232.0,51.0,100.7,81.25,101.0,0.616,20.42,0.91,10.0,0.04,0.29,Minnesota Wild,45.0,2018,0.0,14,46.152,24.962962962962962,4.0,1.5518518518518518,1.5037037037037038,3.6259259259259258,47.15599999999999,0.2777777777777778,18.0,-2.0,3.0853658536585367,2.8292682926829267
Pittsburgh Penguins_2018,82.0,272.0,195.0,198.0,68.0,29.0,250.0,53.0,98.5,80.0,100.0,0.61,26.15,0.902,9.6,-0.04,0.23,Pittsburgh Penguins,47.0,2018,0.0,8,51.18749999999999,26.962962962962962,0.5185185185185185,1.8296296296296293,1.3185185185185182,3.6259259259259267,51.89583333333334,0.3333333333333333,3.0,15.0,3.317073170731707,3.048780487804878
San Jose Sharks_2018,82.0,252.0,191.0,188.0,53.0,27.0,229.0,34.0,99.3,84.82,100.0,0.61,20.62,0.909,9.1,0.0,0.28,San Jose Sharks,45.0,2018,0.0,6,50.903846153846175,24.392857142857146,0.07142857142857142,1.4571428571428573,1.4928571428571429,3.4642857142857157,51.7230769230769,0.16666666666666666,-3.0,19.0,3.073170731707317,2.792682926829268
Philadelphia Flyers_2018,82.0,251.0,176.0,196.0,54.0,26.0,243.0,54.0,100.3,75.78,98.0,0.598,20.69,0.903,9.5,-0.03,0.07,Philadelphia Flyers,42.0,2018,0.0,9,49.68636363636363,26.653846153846153,2.6923076923076925,1.5961538461538465,1.453846153846154,3.5153846153846144,50.09545454545453,0.2777777777777778,20.0,0.0,3.0609756097560976,2.9634146341463414
Los Angeles Kings_2018,82.0,239.0,159.0,183.0,49.0,29.0,203.0,39.0,101.0,85.0,98.0,0.598,20.42,0.92,9.3,0.0,0.44,Los Angeles Kings,45.0,2018,0.0,15,48.78064516129034,19.454545454545453,3.696969696969697,1.1121212121212125,1.4939393939393937,3.1,48.48387096774192,0.2222222222222222,24.0,10.0,2.9146341463414633,2.475609756097561
Columbus Blue Jackets_2018,82.0,242.0,170.0,195.0,39.0,30.0,230.0,51.0,100.2,76.17,97.0,0.591,17.18,0.912,8.5,-0.04,0.11,Columbus Blue Jackets,45.0,2018,0.0,11,50.52758620689657,20.193548387096776,3.032258064516129,1.1645161290322583,1.32258064516129,2.970967741935484,51.56206896551724,0.16666666666666666,25.0,-12.0,2.951219512195122,2.8048780487804876
New Jersey Devils_2018,82.0,248.0,190.0,178.0,54.0,29.0,244.0,47.0,99.7,81.78,97.0,0.591,21.43,0.908,9.3,-0.03,0.02,New Jersey Devils,44.0,2018,0.0,12,47.86,23.296296296296298,-1.4444444444444444,1.4555555555555557,1.366666666666667,3.3111111111111104,48.43599999999999,0.1111111111111111,-12.0,7.0,3.024390243902439,2.975609756097561
Florida Panthers_2018,82.0,248.0,193.0,188.0,47.0,30.0,246.0,45.0,100.0,80.18,96.0,0.585,18.88,0.914,8.7,-0.04,-0.01,Florida Panthers,44.0,2018,0.0,27,49.082608695652176,26.64,-0.12,1.596,1.412,3.648,49.92173913043477,0.3333333333333333,-5.0,2.0,3.024390243902439,3.0
Colorado Avalanche_2018,82.0,257.0,183.0,188.0,65.0,30.0,237.0,45.0,101.3,83.27,95.0,0.579,21.96,0.914,10.5,0.04,0.28,Colorado Avalanche,43.0,2018,0.0,16,47.030769230769224,24.035714285714285,-0.3928571428571429,1.5499999999999996,1.3357142857142854,3.4678571428571425,46.530769230769224,0.2222222222222222,5.0,20.0,3.1341463414634148,2.8902439024390243
St Louis Blues_2018,82.0,226.0,166.0,180.0,38.0,32.0,222.0,47.0,100.0,79.65,94.0,0.573,15.45,0.909,8.3,0.05,0.1,St Louis Blues,44.0,2018,0.0,18,50.387999999999984,22.62962962962963,1.4444444444444444,1.1777777777777776,1.6222222222222218,3.3148148148148144,51.26,0.2222222222222222,14.0,-9.0,2.7560975609756095,2.707317073170732
Dallas Stars_2018,82.0,235.0,158.0,177.0,47.0,32.0,225.0,54.0,100.3,80.78,92.0,0.561,19.26,0.909,9.0,0.04,0.17,Dallas Stars,42.0,2018,0.0,24,51.10454545454546,25.25,2.083333333333333,1.4541666666666666,1.7791666666666668,3.8166666666666655,51.17272727272727,0.2222222222222222,19.0,-7.0,2.8658536585365852,2.7439024390243905
Calgary Flames_2018,82.0,218.0,187.0,166.0,43.0,35.0,248.0,49.0,98.9,81.78,84.0,0.512,15.99,0.905,7.8,0.03,-0.33,Calgary Flames,37.0,2018,0.0,22,52.54545454545456,23.24,-4.44,1.1720000000000002,1.4400000000000004,3.148,52.34090909090909,0.16666666666666666,-21.0,-6.0,2.658536585365854,3.024390243902439
Carolina Hurricanes_2018,82.0,228.0,204.0,178.0,44.0,35.0,256.0,43.0,98.2,77.49,83.0,0.506,18.41,0.893,8.1,-0.01,-0.35,Carolina Hurricanes,36.0,2018,0.0,31,54.12727272727273,25.04166666666667,-6.208333333333332,1.2874999999999994,1.4125,3.091666666666667,52.93181818181818,0.2222222222222222,-26.0,1.0,2.7804878048780486,3.1219512195121952
New York Islanders_2018,82.0,264.0,219.0,198.0,58.0,37.0,296.0,63.0,100.4,73.19,80.0,0.488,23.2,0.9,10.1,-0.01,-0.4,New York Islanders,35.0,2018,0.0,25,46.353571428571435,23.73333333333333,-4.466666666666667,1.5399999999999998,0.7200000000000002,2.6699999999999995,45.56428571428571,0.2777777777777778,-21.0,-5.0,3.2195121951219514,3.6097560975609757
Edmonton Oilers_2018,82.0,234.0,200.0,187.0,31.0,40.0,263.0,57.0,99.4,76.73,78.0,0.476,14.76,0.901,8.4,0.03,-0.32,Edmonton Oilers,36.0,2018,0.0,19,50.62222222222222,21.0,-1.7586206896551724,1.1655172413793102,1.1034482758620692,2.648275862068965,51.10740740740741,0.16666666666666666,-13.0,-26.0,2.8536585365853657,3.207317073170732
New York Rangers_2018,82.0,231.0,212.0,172.0,51.0,39.0,268.0,46.0,99.8,81.38,77.0,0.47,21.16,0.909,9.0,-0.01,-0.46,New York Rangers,34.0,2018,0.0,20,45.47666666666667,18.90625,-6.34375,1.0437499999999995,0.9125000000000002,2.4156250000000004,45.48333333333333,0.1111111111111111,-40.0,5.0,2.817073170731707,3.268292682926829
Chicago Blackhawks_2018,82.0,229.0,198.0,180.0,43.0,39.0,256.0,49.0,99.1,79.24,76.0,0.463,15.99,0.906,8.2,0.07,-0.26,Chicago Blackhawks,33.0,2018,0.0,23,52.82222222222222,19.483870967741932,-3.4516129032258065,1.0838709677419358,1.0516129032258064,2.580645161290323,51.47037037037036,0.2222222222222222,-18.0,-6.0,2.792682926829268,3.1219512195121952
Vancouver Canucks_2018,82.0,218.0,189.0,158.0,53.0,40.0,264.0,60.0,99.4,78.26,73.0,0.445,21.46,0.902,8.8,0.05,-0.51,Vancouver Canucks,31.0,2018,0.0,28,47.66896551724138,18.806451612903224,-6.03225806451613,0.9580645161290324,1.0064516129032255,2.3935483870967738,47.64827586206898,0.16666666666666666,-31.0,-7.0,2.658536585365854,3.2195121951219514
Detroit Red Wings_2018,82.0,217.0,191.0,162.0,41.0,39.0,255.0,58.0,99.5,77.61,73.0,0.445,17.52,0.903,8.5,-0.01,-0.48,Detroit Red Wings,30.0,2018,0.0,26,48.10869565217392,22.88,-5.36,1.0919999999999996,1.344,2.94,48.63913043478261,0.16666666666666666,-29.0,-17.0,2.6463414634146343,3.1097560975609757
Montreal Canadiens_2018,82.0,209.0,184.0,148.0,52.0,40.0,264.0,68.0,98.7,74.14,71.0,0.433,21.31,0.903,7.7,0.0,-0.68,Montreal Canadiens,29.0,2018,0.0,21,49.97666666666667,16.181818181818183,-5.4848484848484835,0.7757575757575754,0.9484848484848484,2.1212121212121207,49.79666666666666,0.1111111111111111,-36.0,-16.0,2.548780487804878,3.2195121951219514
Arizona Coyotes_2018,82.0,208.0,195.0,163.0,41.0,41.0,256.0,46.0,99.5,79.46,70.0,0.4270000000000001,16.87,0.905,8.4,0.05,-0.53,Arizona Coyotes,29.0,2018,0.0,29,48.1375,21.076923076923077,-8.115384615384615,0.9653846153846156,1.2538461538461538,2.7,46.94583333333333,0.1111111111111111,-32.0,-5.0,2.5365853658536586,3.1219512195121952
Ottawa Senators_2018,82.0,221.0,222.0,174.0,41.0,43.0,291.0,56.0,98.8,76.17,67.0,0.409,16.53,0.895,8.7,0.0,-0.85,Ottawa Senators,28.0,2018,0.0,17,47.531034482758606,18.870967741935484,-8.483870967741936,0.9580645161290324,0.7548387096774195,2.070967741935484,47.88275862068965,0.2222222222222222,-48.0,-15.0,2.6951219512195124,3.548780487804878
Buffalo Sabres_2018,82.0,199.0,216.0,140.0,49.0,45.0,280.0,52.0,98.0,77.87,62.0,0.378,19.07,0.8959999999999999,7.7,0.01,-0.98,Buffalo Sabres,25.0,2018,0.0,30,47.26071428571429,17.333333333333332,-12.933333333333335,0.74,0.88,1.9766666666666663,46.96785714285715,0.16666666666666666,-76.0,-3.0,2.426829268292683,3.4146341463414633
Washington Capitals_2017,82.0,263.0,130.0,199.0,57.0,19.0,182.0,44.0,102.5,83.82,118.0,0.72,22.98,0.922,10.5,0.0,0.99,Washington Capitals,55.0,2017,0.0,5,51.31363636363636,29.75,14.5,2.266666666666666,2.1541666666666663,5.116666666666666,50.99545454545454,0.3333333333333333,69.0,13.0,3.207317073170732,2.2195121951219514
Pittsburgh Penguins_2017,82.0,282.0,151.0,213.0,60.0,21.0,234.0,52.0,101.0,79.77,111.0,0.677,23.08,0.915,10.1,0.01,0.59,Pittsburgh Penguins,50.0,2017,1.0,1,49.35714285714285,24.93333333333333,6.8,2.013333333333333,1.1433333333333335,3.719999999999999,50.33571428571428,0.3333333333333333,62.0,8.0,3.4390243902439024,2.8536585365853657
Chicago Blackhawks_2017,82.0,244.0,155.0,197.0,42.0,23.0,213.0,47.0,101.3,77.73,109.0,0.665,18.03,0.918,9.6,-0.06,0.32,Chicago Blackhawks,50.0,2017,0.0,9,50.18076923076924,23.107142857142854,5.7857142857142865,1.6142857142857152,1.4499999999999995,3.667857142857143,50.18846153846153,0.3888888888888889,42.0,-5.0,2.975609756097561,2.597560975609756
Columbus Blue Jackets_2017,82.0,249.0,152.0,195.0,42.0,24.0,195.0,39.0,101.2,82.51,108.0,0.659,19.91,0.922,9.7,0.02,0.68,Columbus Blue Jackets,50.0,2017,0.0,10,49.84545454545454,26.83333333333333,9.291666666666666,2.0083333333333337,1.9208333333333332,4.645833333333333,49.8090909090909,0.3333333333333333,43.0,3.0,3.0365853658536586,2.3780487804878048
Minnesota Wild_2017,82.0,266.0,154.0,211.0,47.0,25.0,208.0,37.0,101.5,82.95,106.0,0.6459999999999999,20.98,0.914,10.4,-0.08,0.63,Minnesota Wild,49.0,2017,0.0,11,48.153846153846146,25.142857142857146,8.392857142857142,1.9535714285714283,1.5214285714285718,4.035714285714286,48.64999999999999,0.3888888888888889,57.0,10.0,3.2439024390243905,2.5365853658536586
Anaheim Ducks_2017,82.0,223.0,143.0,164.0,47.0,23.0,200.0,43.0,100.7,84.7,105.0,0.64,18.73,0.917,9.1,-0.04,0.24,Anaheim Ducks,46.0,2017,0.0,3,48.207692307692305,20.75,3.571428571428572,1.3535714285714284,1.6178571428571435,3.546428571428572,48.765384615384605,0.2777777777777778,21.0,4.0,2.7195121951219514,2.4390243902439024
Montreal Canadiens_2017,82.0,226.0,145.0,173.0,45.0,26.0,200.0,47.0,100.7,81.12,103.0,0.628,19.57,0.918,9.1,-0.01,0.31,Montreal Canadiens,47.0,2017,0.0,12,52.11071428571428,19.866666666666667,4.466666666666667,1.2799999999999998,1.5200000000000002,3.323333333333332,52.12857142857143,0.16666666666666666,28.0,-2.0,2.7560975609756095,2.4390243902439024
Edmonton Oilers_2017,82.0,247.0,150.0,183.0,56.0,26.0,212.0,43.0,100.9,80.72,103.0,0.628,22.86,0.915,9.5,-0.06,0.37,Edmonton Oilers,47.0,2017,0.0,6,49.364,24.615384615384613,3.7692307692307687,1.769230769230769,1.5846153846153848,3.8961538461538456,50.38800000000001,0.2222222222222222,33.0,13.0,3.0121951219512195,2.5853658536585367
New York Rangers_2017,82.0,256.0,158.0,197.0,47.0,28.0,220.0,45.0,101.0,79.91,102.0,0.622,20.26,0.911,10.4,0.03,0.47,New York Rangers,48.0,2017,0.0,7,48.04800000000001,25.14814814814815,6.037037037037037,1.855555555555556,1.4407407407407409,3.8296296296296295,48.88400000000001,0.2777777777777778,39.0,2.0,3.1219512195121952,2.682926829268293
St Louis Blues_2017,82.0,235.0,162.0,180.0,50.0,29.0,218.0,40.0,100.7,84.79,99.0,0.604,21.28,0.906,10.0,-0.04,0.17,St Louis Blues,46.0,2017,0.0,8,49.50434782608695,24.6,1.16,1.6560000000000006,1.6039999999999994,3.811999999999999,50.06086956521739,0.2777777777777778,18.0,10.0,2.8658536585365852,2.658536585365854
San Jose Sharks_2017,82.0,221.0,130.0,171.0,41.0,29.0,201.0,41.0,100.3,80.66,99.0,0.604,16.67,0.915,8.9,-0.03,0.21,San Jose Sharks,46.0,2017,0.0,13,51.44400000000002,22.11111111111111,2.888888888888889,1.3259259259259255,1.6999999999999995,3.555555555555556,52.41599999999998,0.2777777777777778,41.0,0.0,2.6951219512195124,2.451219512195122
Ottawa Senators_2017,82.0,212.0,147.0,156.0,43.0,28.0,214.0,50.0,99.7,79.76,98.0,0.598,16.93,0.915,8.4,0.01,-0.01,Ottawa Senators,44.0,2017,0.0,4,48.452173913043474,22.08,1.44,1.288,1.656,3.576,48.82608695652174,0.2222222222222222,9.0,-7.0,2.5853658536585367,2.6097560975609757
Toronto Maple Leafs_2017,82.0,251.0,177.0,186.0,57.0,27.0,242.0,44.0,100.5,82.47,95.0,0.579,23.36,0.913,9.6,0.0,0.11,Toronto Maple Leafs,40.0,2017,0.0,14,50.14782608695653,26.28,0.4,1.96,1.26,3.848,49.72173913043479,0.3333333333333333,9.0,13.0,3.0609756097560976,2.951219512195122
Boston Bruins_2017,82.0,234.0,165.0,169.0,53.0,31.0,212.0,38.0,98.4,85.71,95.0,0.579,21.72,0.905,8.5,0.0,0.27,Boston Bruins,44.0,2017,0.0,15,54.244,22.11111111111111,0.7407407407407407,1.5555555555555551,1.5888888888888892,3.581481481481481,54.82800000000001,0.2777777777777778,4.0,15.0,2.8536585365853657,2.5853658536585367
Tampa Bay Lightning_2017,82.0,234.0,150.0,164.0,62.0,30.0,227.0,48.0,99.8,81.4,94.0,0.573,22.79,0.912,9.4,0.01,0.09,Tampa Bay Lightning,42.0,2017,0.0,17,50.38666666666667,19.46875,-1.21875,1.2718750000000003,1.1531250000000002,2.8749999999999987,49.84,0.2777777777777778,14.0,14.0,2.8536585365853657,2.768292682926829
New York Islanders_2017,82.0,241.0,190.0,199.0,35.0,29.0,242.0,40.0,100.6,82.38,94.0,0.573,14.96,0.909,9.6,0.05,0.03,New York Islanders,41.0,2017,0.0,18,47.50869565217393,24.153846153846153,0.9615384615384616,1.7230769230769232,1.2153846153846153,3.511538461538461,47.56521739130436,0.2777777777777778,9.0,-5.0,2.9390243902439024,2.951219512195122
Nashville Predators_2017,82.0,240.0,168.0,177.0,49.0,29.0,224.0,46.0,100.4,80.91,94.0,0.573,18.92,0.911,9.3,-0.04,0.16,Nashville Predators,41.0,2017,0.0,2,49.13478260869564,24.72,2.56,1.7839999999999998,1.4960000000000002,3.912,48.86521739130434,0.2222222222222222,9.0,3.0,2.926829268292683,2.731707317073171
Calgary Flames_2017,82.0,226.0,163.0,162.0,52.0,33.0,221.0,51.0,99.7,81.59,94.0,0.573,20.16,0.907,9.3,-0.04,0.02,Calgary Flames,45.0,2017,0.0,16,49.57391304347826,24.56,-0.08,1.5199999999999998,1.5960000000000003,3.632000000000001,48.83478260869565,0.3333333333333333,-1.0,1.0,2.7560975609756095,2.6951219512195124
Philadelphia Flyers_2017,82.0,219.0,172.0,154.0,54.0,33.0,236.0,50.0,98.5,79.76,88.0,0.537,19.49,0.901,8.2,0.04,-0.17,Philadelphia Flyers,39.0,2017,0.0,19,50.81666666666666,21.80769230769231,-5.0,1.265384615384615,1.3461538461538465,2.996153846153846,51.35,0.2222222222222222,-18.0,4.0,2.6707317073170733,2.8780487804878048
Winnipeg Jets_2017,82.0,249.0,175.0,188.0,48.0,35.0,256.0,62.0,99.9,77.45,87.0,0.53,18.18,0.901,10.0,-0.03,-0.11,Winnipeg Jets,40.0,2017,0.0,20,48.39615384615385,23.607142857142854,0.03571428571428571,1.7035714285714283,0.9964285714285712,3.1071428571428568,48.41923076923078,0.3888888888888889,13.0,-14.0,3.0365853658536586,3.1219512195121952
Carolina Hurricanes_2017,82.0,215.0,192.0,161.0,41.0,31.0,236.0,32.0,98.8,84.16,87.0,0.53,17.75,0.901,8.5,0.05,-0.21,Carolina Hurricanes,36.0,2017,0.0,21,50.39166666666666,21.846153846153847,-5.153846153846153,1.2615384615384615,1.3692307692307693,3.046153846153845,49.52083333333334,0.2777777777777778,-31.0,9.0,2.6219512195121952,2.8780487804878048
Los Angeles Kings_2017,82.0,201.0,157.0,148.0,46.0,35.0,205.0,38.0,98.5,84.49,86.0,0.524,19.09,0.902,7.8,-0.02,-0.07,Los Angeles Kings,39.0,2017,0.0,22,54.31923076923078,18.55172413793104,-2.6206896551724137,0.9758620689655174,1.5931034482758624,2.9620689655172416,53.99230769230769,0.2222222222222222,-9.0,8.0,2.451219512195122,2.5
Florida Panthers_2017,82.0,210.0,187.0,152.0,45.0,36.0,237.0,36.0,98.9,85.31,81.0,0.494,16.98,0.911,7.8,0.03,-0.3,Florida Panthers,35.0,2017,0.0,23,49.3925925925926,18.931034482758623,-6.241379310344827,1.0482758620689656,1.1482758620689657,2.7310344827586204,49.26296296296296,0.2222222222222222,-35.0,9.0,2.5609756097560976,2.8902439024390243
Dallas Stars_2017,82.0,223.0,160.0,171.0,46.0,37.0,262.0,65.0,99.5,73.9,79.0,0.482,17.9,0.8959999999999999,8.9,-0.01,-0.48,Dallas Stars,34.0,2017,0.0,24,50.20370370370371,20.41379310344828,-2.9655172413793105,1.293103448275862,0.9379310344827584,2.5689655172413794,50.72962962962964,0.2222222222222222,11.0,-19.0,2.7195121951219514,3.1951219512195124
Detroit Red Wings_2017,82.0,207.0,190.0,157.0,38.0,36.0,244.0,45.0,99.6,80.85,79.0,0.482,15.08,0.903,8.5,0.04,-0.41,Detroit Red Wings,33.0,2017,0.0,25,48.11153846153848,18.27586206896552,-6.344827586206898,0.9448275862068966,1.093103448275862,2.486206896551724,48.18846153846154,0.16666666666666666,-33.0,-7.0,2.524390243902439,2.975609756097561
Buffalo Sabres_2017,82.0,201.0,172.0,139.0,57.0,37.0,237.0,53.0,99.4,77.64,78.0,0.476,24.46,0.918,8.0,0.03,-0.41,Buffalo Sabres,33.0,2017,0.0,26,47.085185185185175,18.17241379310345,-6.241379310344827,0.972413793103448,1.0965517241379308,2.7206896551724147,46.87777777777778,0.2777777777777778,-33.0,4.0,2.451219512195122,2.8902439024390243
Arizona Coyotes_2017,82.0,197.0,177.0,145.0,38.0,42.0,260.0,59.0,99.8,77.31,70.0,0.4270000000000001,16.17,0.907,8.4,0.01,-0.76,Arizona Coyotes,30.0,2017,0.0,27,45.2,18.777777777777782,-8.37037037037037,0.9296296296296296,0.9555555555555556,2.455555555555556,44.556000000000004,0.05555555555555555,-32.0,-21.0,2.402439024390244,3.1707317073170733
New Jersey Devils_2017,82.0,183.0,164.0,130.0,44.0,40.0,244.0,53.0,99.0,79.69,70.0,0.4270000000000001,17.53,0.907,7.9,0.08,-0.67,New Jersey Devils,28.0,2017,0.0,28,46.81724137931034,15.290322580645164,-8.32258064516129,0.6709677419354843,1.0032258064516129,2.129032258064516,47.23448275862069,0.16666666666666666,-34.0,-9.0,2.231707317073171,2.975609756097561
Vancouver Canucks_2017,82.0,182.0,183.0,144.0,32.0,43.0,243.0,52.0,99.5,76.68,69.0,0.421,14.1,0.907,7.8,0.01,-0.73,Vancouver Canucks,30.0,2017,0.0,29,48.04074074074074,15.965517241379311,-7.896551724137932,0.6793103448275861,1.0758620689655174,2.2517241379310353,46.78148148148148,0.16666666666666666,-39.0,-20.0,2.2195121951219514,2.9634146341463414
Colorado Avalanche_2017,82.0,166.0,210.0,130.0,30.0,56.0,278.0,64.0,97.4,76.64,48.0,0.293,12.55,0.894,7.2,0.05,-1.32,Colorado Avalanche,22.0,2017,0.0,30,48.657692307692315,15.678571428571427,-14.178571428571427,0.5142857142857146,0.7750000000000002,1.6428571428571428,47.86923076923078,0.05555555555555555,-80.0,-34.0,2.024390243902439,3.3902439024390243
Washington Capitals_2016,82.0,252.0,148.0,191.0,55.0,18.0,193.0,38.0,101.1,85.16,120.0,0.732,21.91,0.918,9.9,-0.02,0.7,Washington Capitals,56.0,2016,0.0,5,50.75000000000001,27.75,8.083333333333334,2.083333333333333,1.9,4.6375,50.9090909090909,0.3333333333333333,43.0,17.0,3.073170731707317,2.3536585365853657
Dallas Stars_2016,82.0,267.0,154.0,197.0,58.0,23.0,230.0,44.0,99.8,82.26,109.0,0.665,22.14,0.905,10.1,-0.01,0.45,Dallas Stars,50.0,2016,0.0,6,51.70416666666667,26.76923076923077,4.230769230769232,2.1923076923076925,1.3461538461538456,3.9769230769230783,52.1875,0.2777777777777778,43.0,14.0,3.2560975609756095,2.8048780487804876
St Louis Blues_2016,82.0,224.0,151.0,164.0,51.0,24.0,201.0,41.0,100.1,85.14,107.0,0.652,21.52,0.919,8.9,0.0,0.28,St Louis Blues,49.0,2016,0.0,3,51.79999999999998,22.615384615384613,2.0384615384615383,1.4807692307692302,1.6653846153846157,3.792307692307692,52.10416666666668,0.2777777777777778,13.0,10.0,2.731707317073171,2.451219512195122
Pittsburgh Penguins_2016,82.0,245.0,150.0,182.0,48.0,26.0,203.0,40.0,100.5,84.44,104.0,0.634,18.39,0.919,8.9,-0.01,0.5,Pittsburgh Penguins,48.0,2016,1.0,1,52.07333333333333,19.60606060606061,4.878787878787879,1.4333333333333331,1.26969696969697,3.19090909090909,52.26333333333333,0.2777777777777778,32.0,8.0,2.9878048780487805,2.475609756097561
Anaheim Ducks_2016,82.0,218.0,146.0,152.0,56.0,25.0,192.0,37.0,99.2,87.24,103.0,0.628,22.86,0.915,8.7,-0.05,0.27,Anaheim Ducks,46.0,2016,0.0,9,52.16666666666668,19.724137931034484,1.206896551724138,1.2620689655172417,1.6241379310344823,3.3655172413793113,52.87407407407408,0.2222222222222222,6.0,19.0,2.658536585365854,2.341463414634146
Florida Panthers_2016,82.0,239.0,138.0,180.0,47.0,26.0,203.0,55.0,101.7,79.48,103.0,0.628,16.91,0.918,9.8,-0.02,0.42,Florida Panthers,47.0,2016,0.0,10,48.05714285714286,20.4,6.2,1.4633333333333334,1.41,3.4133333333333336,48.34642857142857,0.3333333333333333,42.0,-8.0,2.9146341463414633,2.475609756097561
Chicago Blackhawks_2016,82.0,235.0,158.0,167.0,57.0,26.0,209.0,46.0,99.6,80.26,103.0,0.628,22.62,0.918,9.4,0.0,0.32,Chicago Blackhawks,47.0,2016,0.0,11,50.90000000000001,19.625,2.03125,1.3968750000000003,1.2468749999999995,3.1593749999999985,50.32333333333333,0.3333333333333333,9.0,11.0,2.8658536585365852,2.548780487804878
Los Angeles Kings_2016,82.0,225.0,136.0,171.0,47.0,28.0,195.0,53.0,99.8,81.4,102.0,0.622,20.0,0.915,8.5,-0.04,0.32,Los Angeles Kings,48.0,2016,0.0,12,55.24400000000001,22.222222222222218,5.851851851851853,1.5111111111111115,1.722222222222222,3.744444444444445,55.044,0.2777777777777778,35.0,-6.0,2.7439024390243905,2.3780487804878048
New York Rangers_2016,82.0,236.0,152.0,188.0,42.0,27.0,217.0,53.0,102.1,78.19,101.0,0.616,18.58,0.913,10.0,0.01,0.24,New York Rangers,46.0,2016,0.0,13,46.626086956521746,24.52,5.44,1.7519999999999996,1.5119999999999998,3.903999999999999,47.091304347826096,0.3333333333333333,36.0,-11.0,2.8780487804878048,2.6463414634146343
New York Islanders_2016,82.0,232.0,169.0,178.0,43.0,27.0,216.0,36.0,100.6,84.48,100.0,0.61,18.78,0.915,9.4,0.0,0.19,New York Islanders,45.0,2016,0.0,7,49.07272727272728,24.95833333333333,1.625,1.7083333333333328,1.6,3.925,49.16818181818182,0.16666666666666666,9.0,7.0,2.8292682926829267,2.6341463414634148
