,age,corsi_against,corsi_for,corsi_pct,corsi_rel_pct,fenwick_against,fenwick_for,fenwick_pct,fenwick_rel_pct,games_played,giveaways,on_ice_shot_pct,on_ice_sv_pct,pdo,player,pos,shot_thru_percentage,takeaways,toi_pbp_per_60_all,toi_pbp_per_60_ev,total_shots_attempted_all,zs_defense_pct,zs_offense_pct,team
449,21,1246,1478,54.3,1.9,949,1076,53.1,1.0,76,77,9.9,91.1,101.1,Drew Doughty,D,40.8,22,25:39,19:26,341,46.5,53.5,Los Angeles Kings
450,26,390,379,49.3,-2.5,280,274,49.5,-1.7,38,12,8.5,91.4,99.9,Davis Drewiske,D,38.6,6,14:21,12:21,70,48.9,51.1,Los Angeles Kings
451,27,849,899,51.4,-2.5,624,658,51.3,-1.5,71,38,7.1,92.9,100.0,Matt Greene,D,43.9,8,16:59,14:17,114,51.8,48.2,Los Angeles Kings
452,33,947,833,46.8,-8.1,721,603,45.5,-8.5,82,39,7.7,92.4,100.1,Michal Handzus,C,53.7,24,17:21,12:13,175,56.4,43.6,Los Angeles Kings
453,27,164,226,57.9,4.1,119,168,58.5,6.3,19,6,7.8,93.5,101.4,Peter Harrold,D,40.0,5,12:15,11:33,30,47.5,52.5,Los Angeles Kings
454,24,1430,1371,48.9,-5.0,1090,1026,48.5,-4.4,82,59,7.3,91.3,98.6,Jack Johnson,D,39.7,16,23:12,18:20,385,48.0,52.0,Los Angeles Kings
455,21,60,50,45.5,-8.7,44,39,47.0,-7.0,6,1,6.9,86.7,93.6,Dwight King,LW,75.0,1,11:43,11:39,4,51.4,48.6,Los Angeles Kings
456,23,1040,1229,54.2,1.9,776,901,53.7,1.9,75,40,10.8,92.6,103.5,Anze Kopitar,C,56.8,62,21:35,15:53,410,47.5,52.5,Los Angeles Kings
457,24,572,547,48.9,-6.0,429,409,48.8,-4.6,72,16,6.1,91.7,97.8,Trevor Lewis,C,57.7,27,11:29,9:40,182,46.1,53.9,Los Angeles Kings
458,20,192,202,51.3,-2.8,143,145,50.3,-4.2,19,9,8.4,95.4,103.8,Andrei Loktionov,C,48.1,10,14:46,12:11,54,47.1,52.9,Los Angeles Kings
459,23,624,777,55.5,2.1,458,578,55.8,4.1,60,22,8.1,93.2,101.3,Alec Martinez,D,38.9,4,15:17,13:27,190,47.3,52.7,Los Angeles Kings
460,33,919,961,51.1,-3.4,707,684,49.2,-4.6,57,47,9.3,91.5,100.7,Willie Mitchell,D,38.8,12,21:49,18:18,152,54.6,45.4,Los Angeles Kings
461,22,140,133,48.7,-7.7,112,98,46.7,-7.9,13,5,7.0,92.5,99.5,Oscar Moller,C,50.0,3,14:36,12:12,54,48.9,51.1,Los Angeles Kings
462,21,110,105,48.8,-0.5,90,73,44.8,-4.3,11,7,3.9,93.9,97.9,Jake Muzzin,D,40.0,2,13:43,12:19,20,46.8,53.2,Los Angeles Kings
463,26,60,64,51.6,4.9,35,52,59.8,11.8,5,5,16.2,95.0,111.2,Scott Parse,C,50.0,2,13:47,11:59,12,57.1,42.9,Los Angeles Kings
464,28,232,259,52.7,0.4,185,197,51.6,1.8,19,18,6.7,93.5,100.2,Dustin Penner,RW,49.3,10,17:01,13:36,73,52.9,47.1,Los Angeles Kings
465,30,548,588,51.8,-0.9,402,425,51.4,0.3,61,27,6.6,94.1,100.6,Alexei Ponikarovsky,LW,58.0,12,12:36,10:42,162,48.3,51.7,Los Angeles Kings
466,25,623,702,53.0,-0.7,476,508,51.6,-1.3,68,18,7.0,88.8,95.8,Brad Richardson,RW,54.2,28,11:46,10:45,190,46.9,53.1,Los Angeles Kings
467,19,81,43,34.7,-17.7,63,34,35.1,-14.7,8,2,11.5,93.2,104.7,Brayden Schenn,C,84.6,0,11:15,9:32,13,40.0,60.0,Los Angeles Kings
468,32,1317,1261,48.9,-5.2,998,963,49.1,-3.9,82,59,8.1,92.9,101.0,Rob Scuderi,D,39.0,22,20:17,17:27,118,50.4,49.6,Los Angeles Kings
469,22,937,874,48.3,-5.9,702,630,47.3,-6.1,80,44,7.5,93.2,100.7,Wayne Simmonds,RW,51.8,30,13:27,12:32,226,50.3,49.7,Los Angeles Kings
470,34,1012,1207,54.4,3.2,781,873,52.8,2.3,82,46,8.3,91.7,99.9,Ryan Smyth,LW,63.5,33,18:02,14:46,307,48.5,51.5,Los Angeles Kings
471,28,927,1017,52.3,0.3,701,742,51.4,0.3,82,26,7.8,90.8,98.7,Jarret Stoll,C,55.4,31,17:10,13:09,336,52.4,47.6,Los Angeles Kings
472,32,190,198,51.0,-4.5,145,153,51.3,-2.5,17,6,11.3,94.1,105.5,Marco Sturm,LW,61.4,5,14:28,12:42,44,47.5,52.5,Los Angeles Kings
473,26,240,223,48.2,-7.7,177,174,49.6,-5.1,56,11,6.9,88.5,95.4,Kevin Westgarth,RW,58.8,5,5:26,5:25,34,43.8,56.2,Los Angeles Kings
474,29,852,1122,56.8,7.2,646,838,56.5,7.6,73,64,10.0,90.9,100.9,Justin Williams,RW,55.2,26,17:15,14:30,386,48.7,51.3,Los Angeles Kings
475,28,19,21,52.5,-0.3,14,14,50.0,-2.6,4,0,0.0,88.9,88.9,John Zeiler,RW,20.0,0,5:36,5:36,5,25.0,75.0,Los Angeles Kings
476,21,55,28,33.7,-10.0,35,24,40.7,-3.4,8,1,8.3,95.7,104.0,Cody Almond,C,60.0,1,7:02,6:54,5,70.4,29.6,Minnesota Wild
477,27,22,13,37.1,-18.8,17,8,32.0,-20.4,2,0,0.0,80.0,80.0,Drew Bagnall,D,50.0,0,13:01,12:13,2,60.0,40.0,Minnesota Wild
478,24,708,542,43.4,-2.5,548,422,43.5,-3.3,52,5,7.5,92.4,99.9,Cam Barker,D,40.4,6,16:24,14:11,109,49.0,51.0,Minnesota Wild
479,26,714,715,50.0,6.4,547,540,49.7,6.4,59,20,10.2,89.9,100.1,Pierre-Marc Bouchard,C,57.0,26,15:43,12:56,172,49.9,50.1,Minnesota Wild
480,26,1016,906,47.1,2.2,765,692,47.5,3.5,80,30,8.5,91.4,100.0,Kyle Brodziak,C,54.8,48,15:47,12:48,230,58.6,41.4,Minnesota Wild
481,37,1043,914,46.7,1.4,797,683,46.1,1.4,82,29,7.5,92.9,100.3,Andrew Brunette,LW,76.0,18,16:48,13:40,154,47.6,52.4,Minnesota Wild
482,25,1434,1337,48.2,4.7,1080,994,47.9,5.6,80,80,9.3,90.6,99.9,Brent Burns,D,45.3,47,25:03,19:16,375,56.5,43.5,Minnesota Wild
483,23,928,772,45.4,-0.2,688,604,46.7,2.4,76,25,8.8,92.2,100.9,Cal Clutterbuck,RW,57.4,24,15:51,12:18,333,60.7,39.3,Minnesota Wild
484,34,1040,814,43.9,-2.8,804,603,42.9,-3.7,78,34,7.6,91.8,99.4,Matt Cullen,C,52.3,43,18:02,12:53,287,57.9,42.1,Minnesota Wild
485,25,53,27,33.8,-18.6,47,18,27.7,-24.3,6,3,0.0,89.7,89.7,Robbie Earl,LW,60.0,0,8:46,8:46,10,55.2,44.8,Minnesota Wild
486,22,279,209,42.8,-3.0,216,154,41.6,-2.7,22,7,8.7,91.9,100.7,Justin Falk,D,33.3,3,14:09,12:49,21,63.3,36.7,Minnesota Wild
487,21,51,35,40.7,-3.7,42,24,36.4,-1.1,7,1,5.6,87.5,93.1,Colton Gillies,C,37.5,0,10:22,9:44,8,66.7,33.3,Minnesota Wild
488,29,1164,1127,49.2,5.3,901,854,48.7,5.3,78,47,9.9,89.7,99.6,Martin Havlat,LW,62.1,43,18:21,15:21,369,48.6,51.4,Minnesota Wild
489,24,25,13,34.2,-9.1,17,9,34.6,-10.5,4,1,0.0,92.9,92.9,Matt Kassian,LW,50.0,0,5:29,5:29,2,30.0,70.0,Minnesota Wild
490,28,686,507,42.5,-3.3,522,369,41.4,-4.2,63,13,7.2,93.0,100.3,Chuck Kobasew,RW,59.7,17,11:50,11:07,124,62.5,37.5,Minnesota Wild
491,27,913,872,48.9,3.6,694,647,48.2,3.9,71,51,9.5,92.1,101.7,Mikko Koivu,C,55.9,64,19:29,14:25,340,49.8,50.2,Minnesota Wild
492,23,116,98,45.8,-1.4,92,74,44.6,-1.8,11,4,12.0,95.1,107.1,Guillaume Latendresse,RW,64.3,2,12:43,10:60,28,50.0,50.0,Minnesota Wild
493,37,910,638,41.2,-5.6,685,468,40.6,-5.5,76,21,8.9,91.9,100.8,John Madden,C,57.8,44,15:20,12:33,185,66.8,33.2,Minnesota Wild
494,22,28,33,54.1,-2.8,19,24,55.8,2.6,4,1,16.7,85.7,102.4,Carson McMillan,RW,55.6,0,9:20,9:16,9,68.8,31.3,Minnesota Wild
495,30,842,803,48.8,3.9,638,599,48.4,3.5,73,20,7.5,93.1,100.6,Antti Miettinen,RW,59.6,23,17:02,12:59,282,47.5,52.5,Minnesota Wild
496,23,55,55,50.0,-6.7,43,47,52.2,-1.3,5,2,9.7,88.6,98.2,Maxim Noreau,D,53.3,3,14:17,11:02,15,48.1,51.9,Minnesota Wild
497,27,902,603,40.1,-7.3,675,440,39.5,-7.3,82,17,6.6,92.2,98.8,Eric Nystrom,LW,50.9,19,13:19,11:31,163,64.5,35.5,Minnesota Wild
498,25,245,206,45.7,1.4,202,158,43.9,0.7,21,7,7.3,93.8,101.2,Patrick O'Sullivan,C,58.7,11,13:46,11:47,63,55.8,44.2,Minnesota Wild
499,32,24,37,60.7,,20,27,57.4,,4,1,0.0,94.7,94.7,Jed Ortmeyer,RW,55.6,1,9:24,9:15,9,66.7,33.3,Minnesota Wild
500,28,94,72,43.4,-1.3,78,59,43.1,-3.4,11,1,4.9,93.1,98.0,Warren Peters,LW,57.9,1,8:43,8:37,19,71.2,28.8,Minnesota Wild
501,24,18,25,58.1,4.4,16,20,55.6,4.9,2,0,0.0,100.0,100.0,Nate Prosser,D,33.3,0,14:48,14:44,3,41.2,58.8,Minnesota Wild
502,20,248,222,47.2,-3.6,191,148,43.7,-6.6,20,10,8.2,85.8,94.0,Marco Scandella,D,48.1,5,14:58,14:06,27,46.1,53.9,Minnesota Wild
503,28,1218,1070,46.8,2.1,934,809,46.4,2.1,74,25,8.9,91.8,100.8,Nick Schultz,D,39.7,9,20:13,17:13,116,57.8,42.2,Minnesota Wild
504,21,636,565,47.0,1.2,487,442,47.6,1.8,53,15,6.5,93.7,100.2,Jared Spurgeon,D,47.5,11,15:04,13:18,80,45.6,54.4,Minnesota Wild
505,26,448,255,36.3,-11.4,339,176,34.2,-13.4,71,7,9.9,92.7,102.6,Brad Staubitz,RW,56.9,6,6:31,6:28,51,62.5,37.5,Minnesota Wild
506,25,821,614,42.8,-4.5,626,459,42.3,-4.3,57,24,7.9,94.6,102.5,Clayton Stoner,D,41.7,23,16:52,14:43,96,63.0,37.0,Minnesota Wild
507,23,151,114,43.0,-1.1,111,81,42.2,0.1,15,3,5.1,95.9,101.0,Casey Wellman,C,58.8,3,10:39,9:36,34,60.8,39.2,Minnesota Wild
508,30,1546,1129,42.2,-4.9,1148,844,42.4,-3.8,82,28,7.6,93.2,100.8,Greg Zanon,D,38.7,21,21:33,18:23,142,62.6,37.4,Minnesota Wild
509,33,760,581,43.3,-0.2,583,428,42.3,-0.3,46,33,9.2,92.1,101.3,Marek Zidlicky,D,37.6,14,21:46,16:16,141,53.8,46.2,Minnesota Wild
510,24,95,70,42.4,-14.4,69,48,41.0,-15.0,10,2,3.0,87.0,90.1,Dustin Boyd,C,42.1,0,9:50,8:45,19,44.4,55.6,Montreal Canadiens
511,28,953,904,48.7,-3.2,702,690,49.6,-3.5,67,31,7.8,93.6,101.3,Mike Cammalleri,C,56.1,23,18:29,14:38,342,48.1,51.9,Montreal Canadiens
512,34,511,618,54.7,3.8,341,445,56.6,4.6,59,10,8.4,92.8,101.2,Mathieu Darche,LW,58.4,15,11:16,9:54,154,45.7,54.3,Montreal Canadiens
513,25,33,20,37.7,-7.1,24,13,35.1,-11.4,4,0,0.0,100.0,100.0,Nigel Dawes,LW,60.0,0,6:44,6:08,5,36.4,63.6,Montreal Canadiens
514,24,404,421,51.0,1.0,289,311,51.8,1.3,43,6,7.7,90.7,98.4,David Desharnais,C,67.1,10,12:52,10:05,82,52.8,47.2,Montreal Canadiens
515,21,766,793,50.9,0.5,546,564,50.8,-0.8,77,25,7.1,92.1,99.1,Lars Eller,C,46.2,24,11:08,10:46,171,48.4,51.6,Montreal Canadiens
516,23,16,13,44.8,-11.4,14,9,39.1,-15.3,3,0,0.0,100.0,100.0,Andreas Engqvist,C,25.0,1,8:46,7:24,4,60.0,40.0,Montreal Canadiens
517,35,1115,1060,48.7,-3.8,813,773,48.7,-5.2,75,62,6.8,91.7,98.5,Hal Gill,D,45.9,21,19:49,15:58,135,54.1,45.9,Montreal Canadiens
518,32,1118,1359,54.9,6.3,830,1021,55.2,5.3,82,27,6.9,92.3,99.1,Brian Gionta,RW,57.2,45,19:37,14:47,521,49.6,50.4,Montreal Canadiens
519,31,1145,1308,53.3,3.8,843,978,53.7,2.7,80,28,4.8,92.3,97.2,Scott Gomez,C,56.9,56,18:34,14:54,276,45.8,54.2,Montreal Canadiens
520,26,557,525,48.5,-6.2,394,387,49.6,-5.6,36,24,7.8,92.0,99.8,Josh Gorges,D,32.3,8,21:10,16:44,62,50.4,49.6,Montreal Canadiens
521,34,714,628,46.8,-6.1,503,458,47.7,-6.2,72,18,10.1,92.9,103.0,Jeff Halpern,C,55.9,15,12:44,10:16,111,56.9,43.1,Montreal Canadiens
522,36,1412,1431,50.3,-1.5,1011,1083,51.7,-0.5,79,53,6.7,93.5,100.2,Roman Hamrlik,D,46.7,31,22:17,17:46,276,48.9,51.1,Montreal Canadiens
523,25,1098,1090,49.8,-1.8,810,785,49.2,-3.9,81,38,7.8,93.2,101.0,Andrei Kostitsyn,LW,54.0,23,15:53,13:36,363,47.6,52.4,Montreal Canadiens
524,25,402,386,49.0,-4.0,292,286,49.5,-5.0,38,4,6.0,91.2,97.2,Maxim Lapierre,C,69.6,8,11:42,11:18,112,48.9,51.1,Montreal Canadiens
525,31,250,206,45.2,-2.5,186,157,45.8,-4.1,20,4,9.3,93.3,102.6,Paul Mara,D,59.3,1,15:09,12:18,27,53.3,46.7,Montreal Canadiens
526,32,111,124,52.8,5.3,90,98,52.1,3.4,7,9,7.5,95.9,103.4,Andrei Markov,D,54.1,3,22:55,17:18,37,42.3,57.7,Montreal Canadiens
527,28,837,700,45.5,-7.3,593,528,47.1,-6.6,79,7,6.5,93.0,99.6,Travis Moen,LW,72.3,15,13:11,10:48,137,48.2,51.8,Montreal Canadiens
528,23,19,19,50.0,4.4,9,10,52.6,6.9,2,1,0.0,87.5,87.5,Brendon Nash,D,50.0,0,10:12,10:12,4,58.3,41.7,Montreal Canadiens
529,26,49,36,42.4,-1.7,33,24,42.1,0.3,3,0,7.1,95.7,102.8,Ryan O'Byrne,D,60.0,0,14:55,13:56,5,57.9,42.1,Montreal Canadiens
530,22,414,605,59.4,10.7,312,453,59.2,9.0,37,10,7.4,90.0,97.4,Max Pacioretty,LW,59.6,20,15:54,13:26,188,41.7,58.3,Montreal Canadiens
531,21,30,29,49.2,11.9,20,16,44.4,3.2,3,2,11.1,100.0,111.1,Aaron Palushaj,RW,50.0,0,8:31,7:59,6,38.5,61.5,Montreal Canadiens
532,25,513,693,57.5,8.6,362,503,58.2,7.5,43,28,6.9,91.1,98.0,Alexandre Picard,D,42.2,9,16:26,14:49,116,47.1,52.9,Montreal Canadiens
533,28,1068,1127,51.3,0.2,794,845,51.6,-0.7,77,37,8.7,92.6,101.3,Tomas Plekanec,C,56.9,43,20:15,14:30,397,49.8,50.2,Montreal Canadiens
534,24,759,913,54.6,4.6,537,663,55.3,4.3,79,14,7.6,91.6,99.2,Benoit Pouliot,LW,60.4,26,11:32,10:43,212,48.7,51.3,Montreal Canadiens
535,23,461,446,49.2,-1.6,330,332,50.2,-1.6,61,6,4.3,94.7,99.0,Tom Pyatt,C,54.6,17,10:38,8:24,119,49.8,50.2,Montreal Canadiens
536,34,186,115,38.2,-10.7,142,77,35.2,-16.6,12,11,15.7,91.3,106.9,Brent Sopel,D,33.3,4,15:54,13:06,12,53.6,46.4,Montreal Canadiens
537,36,881,917,51.0,-2.1,628,672,51.7,-1.8,59,55,7.8,93.7,101.5,Jaroslav Spacek,D,38.0,30,19:15,15:38,171,50.2,49.8,Montreal Canadiens
538,21,1145,1346,54.0,4.6,844,984,53.8,2.8,77,56,6.6,91.1,97.7,P.K. Subban,D,50.5,37,22:16,16:39,390,51.0,49.0,Montreal Canadiens
539,22,507,591,53.8,4.0,377,430,53.3,2.2,41,32,6.6,93.7,100.3,Yannick Weber,D,38.9,8,16:34,13:36,162,42.3,57.7,Montreal Canadiens
540,22,206,211,50.6,1.8,151,154,50.5,1.1,27,5,9.8,93.9,103.7,Ryan White,RW,68.2,8,8:55,8:41,44,55.5,44.5,Montreal Canadiens
541,26,787,795,50.3,-0.5,569,609,51.7,1.0,43,43,7.5,93.6,101.1,James Wisniewski,D,46.8,17,22:43,18:02,186,43.4,56.6,Montreal Canadiens
542,32,16,10,38.5,-16.4,14,10,41.7,-11.4,2,0,0.0,81.8,81.8,Steve Begin,C,66.7,1,9:49,9:49,3,42.9,57.1,Nashville Predators
543,34,62,35,36.1,-19.5,46,30,39.5,-12.9,15,5,0.0,97.1,97.1,Wade Belak,D,80.0,0,3:47,3:47,5,51.9,48.1,Nashville Predators
544,22,353,273,43.6,-3.2,251,205,45.0,-1.5,23,11,13.8,91.8,105.6,Jonathon Blum,D,45.0,14,17:45,15:53,40,50.2,49.8,Nashville Predators
545,35,709,611,46.3,-8.6,540,457,45.8,-6.7,44,24,10.2,91.1,101.3,Francis Bouillon,D,43.5,13,20:14,17:33,108,56.6,43.4,Nashville Predators
546,32,566,614,52.0,1.3,455,462,50.4,0.2,70,23,6.7,93.7,100.4,J.P. Dumont,RW,60.1,35,11:11,9:33,148,36.4,63.6,Nashville Predators
547,29,856,896,51.1,2.5,676,678,50.1,1.6,64,35,8.8,93.9,102.7,Martin Erat,LW,55.8,35,18:06,14:24,242,53.1,46.9,Nashville Predators
548,30,394,372,48.6,0.6,301,277,47.9,-0.8,27,14,9.4,92.0,101.4,Mike Fisher,C,54.1,15,18:15,15:27,111,52.0,48.0,Nashville Predators
549,23,933,966,50.9,1.2,746,732,49.5,0.0,80,39,7.7,94.4,102.1,Cody Franson,D,51.3,29,15:11,13:10,304,49.5,50.5,Nashville Predators
550,22,142,125,46.8,2.8,109,95,46.6,0.7,20,6,11.7,92.7,104.4,Blake Geoffrion,LW,68.6,11,8:16,8:14,35,41.7,58.3,Nashville Predators
551,27,634,653,50.7,-1.2,503,484,49.0,-1.6,51,17,10.5,92.5,102.9,Marcel Goc,C,62.4,17,16:02,14:13,178,56.0,44.0,Nashville Predators
552,22,253,193,43.3,-4.5,191,146,43.3,-5.0,27,4,12.5,93.8,106.3,Matt Halischuk,RW,52.7,16,10:08,9:52,55,41.5,58.5,Nashville Predators
553,24,864,976,53.0,4.8,665,746,52.9,5.6,79,21,8.5,92.5,101.0,Patric Hornqvist,RW,67.8,40,15:44,12:57,391,44.4,55.6,Nashville Predators
554,24,28,47,62.7,1.5,23,33,58.9,1.5,4,1,0.0,82.4,82.4,Linus Klasen,LW,66.7,0,12:53,11:42,6,33.3,66.7,Nashville Predators
555,26,1334,1090,45.0,-7.1,992,808,44.9,-6.6,81,61,9.8,92.8,102.7,Kevin Klein,D,51.0,31,20:48,17:23,194,55.9,44.1,Nashville Predators
556,23,911,871,48.9,-1.1,709,653,47.9,-1.1,77,44,10.7,92.2,102.9,Sergei Kostitsyn,LW,50.3,28,15:11,12:57,185,50.5,49.5,Nashville Predators
557,23,2,3,60.0,,2,1,33.3,,1,0,0.0,100.0,100.0,Teemu Laakso,D,0.0,0,2:43,2:43,1,,,Nashville Predators
558,30,867,878,50.3,2.2,668,665,49.9,2.0,64,44,9.5,92.8,102.3,David Legwand,C,60.5,55,18:48,15:09,215,57.7,42.3,Nashville Predators
559,28,32,16,33.3,-26.0,28,13,31.7,-28.7,2,1,0.0,94.4,94.4,Matthew Lombardi,C,75.0,2,14:50,12:24,8,61.1,38.9,Nashville Predators
560,24,130,93,41.7,-14.2,110,70,38.9,-14.6,15,1,7.8,95.1,103.0,Chris Mueller,C,58.3,6,8:38,8:29,12,63.5,36.5,Nashville Predators
561,27,1043,959,47.9,-1.8,828,730,46.9,-2.7,80,50,6.5,94.0,100.5,Shane O'Brien,D,47.6,30,17:07,14:12,105,53.4,46.6,Nashville Predators
562,24,478,487,50.5,0.3,363,373,50.7,2.6,38,14,8.6,92.1,100.7,Cal O'Reilly,C,57.1,29,16:54,14:18,77,51.3,48.7,Nashville Predators
563,31,890,698,44.0,-7.6,670,521,43.7,-7.2,82,21,6.9,93.3,100.1,Jerred Smithson,C,52.9,41,14:51,11:57,138,67.8,32.2,Nashville Predators
564,22,742,612,45.2,-5.9,567,462,44.9,-5.6,74,15,6.4,92.5,98.9,Nick Spaling,C,52.1,44,13:56,11:07,144,58.0,42.0,Nashville Predators
565,36,503,507,50.2,-0.2,390,381,49.4,-0.6,44,24,8.8,92.7,101.5,Steve Sullivan,C,59.4,16,16:02,12:43,133,43.7,56.3,Nashville Predators
566,26,420,419,49.9,-1.5,323,306,48.6,-1.4,31,8,6.3,92.7,99.0,Alexander Sulzer,D,44.8,7,17:42,15:03,67,44.8,55.2,Nashville Predators
567,26,1170,1258,51.8,3.7,917,950,50.9,2.7,70,37,8.5,93.8,102.3,Ryan Suter,D,43.6,33,25:11,19:43,264,55.0,45.0,Nashville Predators
568,28,101,90,47.1,-4.6,78,65,45.5,-6.1,9,1,9.6,93.3,102.9,Marek Svatos,RW,68.0,3,11:14,10:01,25,42.2,57.8,Nashville Predators
569,23,27,30,52.6,-0.4,22,23,51.1,-0.3,3,2,0.0,94.4,94.4,Andreas Thuresson,RW,33.3,3,10:09,10:09,6,69.2,30.8,Nashville Predators
570,27,556,514,48.0,-0.4,429,381,47.0,-2.1,54,35,8.3,95.2,103.5,Jordin Tootoo,RW,56.3,25,11:53,11:40,151,50.8,49.2,Nashville Predators
571,30,930,937,50.2,0.1,707,695,49.6,0.4,80,29,7.4,92.0,99.4,Joel Ward,RW,64.1,51,17:04,13:41,245,59.5,40.5,Nashville Predators
572,25,1368,1424,51.0,2.5,1080,1072,49.8,1.6,82,51,8.6,92.1,100.7,Shea Weber,D,51.1,62,25:18,19:32,497,54.1,45.9,Nashville Predators
573,21,822,814,49.8,-0.1,631,599,48.7,-1.0,82,41,8.7,94.0,102.7,Colin Wilson,C,54.3,24,13:18,11:36,186,48.0,52.0,Nashville Predators
574,36,628,724,53.6,1.9,490,554,53.1,1.8,62,18,6.4,90.6,97.0,Jason Arnott,C,57.9,22,15:27,13:05,240,46.7,53.3,New Jersey Devils
575,26,743,800,51.8,-1.1,559,623,52.7,-0.1,82,23,4.1,91.8,95.9,David Clarkson,RW,64.6,24,13:37,11:53,297,50.7,49.3,New Jersey Devils
576,22,245,241,49.6,-5.2,190,171,47.4,-6.9,22,10,8.2,89.7,97.9,Matthew Corrente,D,52.5,0,13:36,13:13,40,46.2,53.8,New Jersey Devils
577,25,27,22,44.9,,22,16,42.1,,4,1,0.0,93.8,93.8,Tyler Eckford,D,25.0,0,8:43,7:46,4,52.9,47.1,New Jersey Devils
578,34,748,994,57.1,6.5,566,769,57.6,7.0,81,55,8.9,88.7,97.6,Patrik Elias,LW,58.5,45,18:38,13:40,349,48.2,51.8,New Jersey Devils
579,23,657,774,54.1,3.0,516,594,53.5,2.6,57,24,8.5,93.0,101.5,Mark Fayne,D,52.4,13,17:50,16:21,147,48.5,51.5,New Jersey Devils
580,24,252,279,52.5,4.6,206,221,51.8,4.1,26,8,7.0,93.5,100.5,Mark Fraser,D,43.2,3,13:59,12:37,37,45.7,54.3,New Jersey Devils
581,27,73,76,51.0,0.9,58,57,49.6,0.0,12,2,0.0,93.0,93.0,Stephen Gionta,RW,52.0,5,9:00,7:23,25,47.4,52.6,New Jersey Devils
582,28,1194,1265,51.4,-0.7,913,976,51.7,-0.8,82,34,6.1,90.2,96.3,Andy Greene,D,43.3,34,22:22,18:38,210,45.9,54.1,New Jersey Devils
583,20,8,8,50.0,-7.6,4,7,63.6,9.1,1,0,20.0,100.0,120.0,Adam Henrique,C,100.0,0,13:21,12:36,3,50.0,50.0,New Jersey Devils
584,19,233,236,50.3,-5.4,172,184,51.7,-4.4,28,7,7.7,95.1,102.8,Jacob Josefson,C,54.5,8,13:14,11:28,55,42.0,58.0,New Jersey Devils
585,27,1188,1235,51.0,-2.9,944,932,49.7,-4.8,81,104,7.6,89.8,97.5,Ilya Kovalchuk,LW,53.1,43,22:34,18:04,461,42.6,57.4,New Jersey Devils
586,35,341,411,54.7,1.8,276,300,52.1,-1.1,31,19,7.4,85.7,93.1,Jamie Langenbrunner,RW,58.9,13,18:33,13:31,129,47.4,52.6,New Jersey Devils
587,31,64,47,42.3,-7.7,49,41,45.6,-3.4,7,1,6.7,92.1,98.8,Jay Leach,D,33.3,1,14:15,13:33,6,38.5,61.5,New Jersey Devils
588,25,5,2,28.6,-21.4,5,2,28.6,-21.4,2,0,0.0,50.0,50.0,Pierre-Luc Letourneau-Leblond,RW,,0,3:28,3:28,0,25.0,75.0,New Jersey Devils
589,24,197,223,53.1,1.2,141,170,54.7,1.9,18,7,3.2,92.5,95.7,Olivier Magnan,D,40.0,4,15:43,13:30,20,44.1,55.9,New Jersey Devils
590,31,448,394,46.8,-6.7,332,305,47.9,-5.6,65,10,2.7,90.8,93.4,Adam Mair,C,64.4,13,9:06,8:32,90,48.9,51.1,New Jersey Devils
591,27,29,22,43.1,-20.0,22,19,46.3,-18.9,4,0,7.1,100.0,107.1,Brad Mills,C,100.0,0,8:17,7:32,6,70.6,29.4,New Jersey Devils
592,21,432,469,52.1,-1.2,341,350,50.7,-4.0,43,16,10.3,93.2,103.5,Nick Palmieri,RW,52.4,16,14:20,13:31,126,42.4,57.6,New Jersey Devils
593,26,187,211,53.0,3.9,149,168,53.0,3.9,13,4,7.0,90.7,97.7,Zach Parise,C,75.4,6,19:51,15:29,65,46.2,53.8,New Jersey Devils
594,26,652,560,46.2,-8.2,473,440,48.2,-5.8,74,12,4.4,93.3,97.7,Rod Pelley,C,59.1,20,11:48,10:10,149,51.1,48.9,New Jersey Devils
595,37,562,720,56.2,5.5,438,564,56.3,5.5,65,23,7.2,90.8,98.1,Brian Rolston,C,57.7,27,17:36,13:28,291,49.7,50.3,New Jersey Devils
596,26,645,600,48.2,-7.3,503,464,48.0,-8.5,48,16,6.8,90.8,97.6,Anssi Salmela,D,58.2,14,17:24,16:36,98,43.6,56.4,New Jersey Devils
597,26,293,253,46.3,-8.1,211,198,48.4,-5.4,36,11,2.7,94.2,96.9,Tim Sestito,LW,50.0,8,10:49,9:54,44,49.3,50.7,New Jersey Devils
598,28,145,141,49.3,-2.3,102,111,52.1,-0.1,18,8,1.2,95.7,96.9,David Steckel,C,58.1,2,12:50,11:00,31,54.3,45.7,New Jersey Devils
599,32,1149,1389,54.7,2.9,899,1054,54.0,1.9,82,44,7.2,90.7,97.9,Henrik Tallinder,D,50.5,26,22:32,19:29,202,49.4,50.6,New Jersey Devils
600,24,221,247,52.8,-1.3,172,202,54.0,0.6,17,13,5.7,91.1,96.9,Matt Taormina,D,52.8,7,20:40,17:11,72,39.9,60.1,New Jersey Devils
601,20,471,530,52.9,0.9,369,389,51.3,-1.2,58,31,7.3,93.4,100.7,Mattias Tedenby,LW,63.4,13,12:33,10:36,134,43.3,56.7,New Jersey Devils
602,20,70,77,52.4,-2.0,50,60,54.5,1.2,8,5,2.3,91.4,93.7,Alexander Urbom,D,31.3,1,12:35,12:06,16,44.7,55.3,New Jersey Devils
